gene	COG_category
h1SMnG0027056	-
h1SMnG0027057	-
h1SMnG0027058	-
h1SMnG0027059	-
h1SMnG0027060	-
h1SMnG0027061	-
h1SMnG0027062	-
h1SMnG0027063	-
h1SMnG0027064	-
h1SMnG0027065	J
h1SMnG0027066	-
h1SMnG0027067	-
h1SMnG0027068	-
h1SMnG0027069	-
h1SMnG0027070	-
h1SMnG0027071	-
h1SMnG0027072	-
h1SMnG0027073	-
h1SMnG0027074	-
h1SMnG0027075	-
h1SMnG0027076	-
h1SMnG0027077	-
h1SMnG0027078	-
h1SMnG0027079	-
h1SMnG0027080	-
h1SMnG0027081	-
h1SMnG0027082	-
h1SMnG0027083	-
h1SMnG0027084	-
h1SMnG0027085	S
h1SMnG0027086	-
h1SMnG0027087	-
h1SMnG0027088	-
h1SMnG0027089	-
h1SMnG0027090	-
h1SMnG0027091	-
h1SMnG0027092	-
h1SMnG0027093	-
h1SMnG0027094	-
h1SMnG0027095	-
h1SMnG0027096	-
h1SMnG0027097	-
h1SMnG0027098	-
h1SMnG0027099	-
h1SMnG0027100	-
h1SMnG0027101	-
h1SMnG0027102	-
h1SMnG0027103	-
h1SMnG0027104	-
h1SMnG0027105	-
h1SMnG0027106	-
h1SMnG0027107	-
h1SMnG0027108	-
h1SMnG0027109	-
h1SMnG0027110	-
h1SMnG0027111	-
h1SMnG0027112	-
h1SMnG0027113	-
h1SMnG0027114	J
h1SMnG0027115	-
h1SMnG0027116	S
h1SMnG0027117	-
h1SMnG0027118	-
h1SMnG0027119	-
h1SMnG0027120	-
h1SMnG0027121	-
h1SMnG0027122	-
h1SMnG0027123	-
h1SMnG0027124	-
h1SMnG0027125	-
h1SMnG0027126	-
h1SMnG0027127	-
h1SMnG0027128	-
h1SMnG0027129	-
h1SMnG0027130	-
h1SMnG0027131	-
h1SMnG0027132	-
h1SMnG0027133	-
h1SMnG0027134	-
h1SMnG0027135	-
h1SMnG0027136	-
h1SMnG0027137	-
h1SMnG0027138	-
h1SMnG0027139	-
h1SMnG0027140	-
h1SMnG0027141	-
h1SMnG0027142	-
h1SMnG0027143	-
h1SMnG0027144	I
h1SMnG0027145	-
h1SMnG0027146	-
h1SMnG0027147	-
h1SMnG0027148	-
h1SMnG0027149	-
h1SMnG0027150	-
h1SMnG0027151	-
h1SMnG0027152	-
h1SMnG0027153	H
h1SMnG0027154	-
h1SMnG0027155	-
h1SMnG0027156	-
h1SMnG0027157	-
h1SMnG0027158	-
h1SMnG0027159	-
h1SMnG0027160	H
h1SMnG0027161	-
h1SMnG0027162	-
h1SMnG0027163	-
h1SMnG0027164	-
h1SMnG0027165	-
h1SMnG0027166	-
h1SMnG0027167	-
h1SMnG0027168	-
h1SMnG0027169	-
h1SMnG0027170	-
h1SMnG0027171	-
h1SMnG0027172	-
h1SMnG0027173	-
h1SMnG0027174	-
h1SMnG0027175	-
h1SMnG0027176	-
h1SMnG0027177	-
h1SMnG0027178	-
h1SMnG0027179	-
h1SMnG0027180	-
h1SMnG0027181	-
h1SMnG0027182	-
h1SMnG0027183	S
h1SMnG0027184	-
h1SMnG0027185	-
h1SMnG0027186	-
h1SMnG0027187	-
h1SMnG0027188	-
h1SMnG0027189	-
h1SMnG0027190	-
h1SMnG0027191	-
h1SMnG0027192	-
h1SMnG0027193	-
h1SMnG0027194	-
h1SMnG0027195	-
h1SMnG0027196	-
h1SMnG0027197	-
h1SMnG0027198	-
h1SMnG0027199	-
h1SMnG0027200	S
h1SMnG0027201	-
h1SMnG0027202	-
h1SMnG0027203	-
h1SMnG0027204	-
h1SMnG0027205	-
h1SMnG0027206	-
h1SMnG0027207	-
h1SMnG0027208	-
h1SMnG0027209	-
h1SMnG0027210	-
h1SMnG0027211	-
h1SMnG0027212	-
h1SMnG0027213	-
h1SMnG0027214	-
h1SMnG0027215	-
h1SMnG0027216	-
h1SMnG0027217	-
h1SMnG0027218	-
h1SMnG0027219	-
h1SMnG0027220	-
h1SMnG0027221	-
h1SMnG0027222	-
h1SMnG0027223	-
h1SMnG0027224	-
h1SMnG0027225	-
h1SMnG0027226	-
h1SMnG0027227	-
h1SMnG0027228	-
h1SMnG0027229	-
h1SMnG0027230	-
h1SMnG0027231	-
h1SMnG0027232	K
h1SMnG0027233	-
h1SMnG0027234	-
h1SMnG0027235	-
h1SMnG0027236	-
h1SMnG0027237	-
h1SMnG0027238	-
h1SMnG0027239	-
h1SMnG0027240	-
h1SMnG0027241	-
h1SMnG0027242	BK
h1SMnG0027243	-
h1SMnG0027244	-
h1SMnG0027245	-
h1SMnG0027246	-
h1SMnG0027247	-
h1SMnG0027248	-
h1SMnG0027249	-
h1SMnG0027250	-
h1SMnG0027251	-
h1SMnG0027252	-
h1SMnG0027253	-
h1SMnG0027254	-
h1SMnG0027255	-
h1SMnG0027256	-
h1SMnG0027257	-
h1SMnG0027258	-
h1SMnG0027259	-
h1SMnG0027260	-
h1SMnG0027261	-
h1SMnG0027262	-
h1SMnG0027263	-
h1SMnG0027264	-
h1SMnG0027265	-
h1SMnG0027266	-
h1SMnG0027267	-
h1SMnG0027268	-
h1SMnG0027269	-
h1SMnG0027270	-
h1SMnG0027271	-
h1SMnG0027272	-
h1SMnG0027273	-
h1SMnG0027274	-
h1SMnG0027275	-
h1SMnG0027276	-
h1SMnG0027277	-
h1SMnG0027278	-
h1SMnG0027279	-
h1SMnG0027280	-
h1SMnG0027281	-
h1SMnG0027282	-
h1SMnG0027283	-
h1SMnG0027284	S
h1SMnG0027285	A
h1SMnG0027286	-
h1SMnG0027287	-
h1SMnG0027288	-
h1SMnG0027289	-
h1SMnG0027290	J
h1SMnG0027291	-
h1SMnG0027292	-
h1SMnG0027293	-
h1SMnG0027294	-
h1SMnG0027295	-
h1SMnG0027296	-
h1SMnG0027297	-
h1SMnG0027298	-
h1SMnG0027299	-
h1SMnG0027300	K
h1SMnG0027301	-
h1SMnG0027302	-
h1SMnG0027303	-
h1SMnG0027304	-
h1SMnG0027305	-
h1SMnG0027306	-
h1SMnG0027307	-
h1SMnG0027308	-
h1SMnG0027309	-
h1SMnG0027310	-
h1SMnG0027311	-
h1SMnG0027312	-
h1SMnG0027313	S
h1SMnG0027314	-
h1SMnG0027315	-
h1SMnG0027316	-
h1SMnG0027317	-
h1SMnG0027318	-
h1SMnG0027319	-
h1SMnG0027320	-
h1SMnG0027321	-
h1SMnG0027322	-
h1SMnG0027323	-
h1SMnG0027324	-
h1SMnG0027325	T
h1SMnG0027326	-
h1SMnG0027327	-
h1SMnG0027328	-
h1SMnG0027329	-
h1SMnG0027330	-
h1SMnG0027331	-
h1SMnG0027332	-
h1SMnG0027333	-
h1SMnG0027334	-
h1SMnG0027335	-
h1SMnG0027336	-
h1SMnG0027337	-
h1SMnG0027338	-
h1SMnG0027339	-
h1SMnG0027340	-
h1SMnG0027341	-
h1SMnG0027342	-
h1SMnG0027343	-
h1SMnG0027344	-
h1SMnG0027345	-
h1SMnG0027346	-
h1SMnG0027347	-
h1SMnG0027348	-
h1SMnG0027349	-
h1SMnG0027350	-
h1SMnG0027351	-
h1SMnG0027352	-
h1SMnG0027353	-
h1SMnG0027354	-
h1SMnG0027355	-
h1SMnG0027356	-
h1SMnG0027357	-
h1SMnG0027358	-
h1SMnG0027359	-
h1SMnG0027360	-
h1SMnG0027361	-
h1SMnG0027362	-
h1SMnG0027363	-
h1SMnG0027364	-
h1SMnG0027365	-
h1SMnG0027366	-
h1SMnG0027367	-
h1SMnG0027368	-
h1SMnG0027369	-
h1SMnG0027370	-
h1SMnG0027371	-
h1SMnG0027372	-
h1SMnG0027373	-
h1SMnG0027374	-
h1SMnG0027375	-
h1SMnG0027376	-
h1SMnG0027377	-
h1SMnG0027378	-
h1SMnG0027379	-
h1SMnG0027380	-
h1SMnG0027381	-
h1SMnG0027382	-
h1SMnG0027383	-
h1SMnG0027384	-
h1SMnG0027385	-
h1SMnG0027386	-
h1SMnG0027387	-
h1SMnG0027388	-
h1SMnG0027389	-
h1SMnG0027390	S
h1SMnG0027391	-
h1SMnG0027392	-
h1SMnG0027393	-
h1SMnG0027394	-
h1SMnG0027395	-
h1SMnG0027396	-
h1SMnG0027397	-
h1SMnG0027398	-
h1SMnG0027399	-
h1SMnG0027400	-
h1SMnG0027401	-
h1SMnG0027402	-
h1SMnG0027403	-
h1SMnG0027404	-
h1SMnG0027405	-
h1SMnG0027406	-
h1SMnG0027407	-
h1SMnG0027408	-
h1SMnG0027409	-
h1SMnG0027410	-
h1SMnG0027411	-
h1SMnG0027412	-
h1SMnG0027413	-
h1SMnG0027414	J
h1SMnG0027415	-
h1SMnG0027416	-
h1SMnG0027417	-
h1SMnG0027418	-
h1SMnG0027419	-
h1SMnG0027420	-
h1SMnG0027421	-
h1SMnG0027422	-
h1SMnG0027423	-
h1SMnG0027424	-
h1SMnG0027425	-
h1SMnG0027426	-
h1SMnG0027427	-
h1SMnG0027428	-
h1SMnG0027429	-
h1SMnG0027430	-
h1SMnG0027431	-
h1SMnG0027432	-
h1SMnG0027433	-
h1SMnG0027434	-
h1SMnG0027435	-
h1SMnG0027436	-
h1SMnG0027437	-
h1SMnG0027438	-
h1SMnG0027439	-
h1SMnG0027440	-
h1SMnG0027441	-
h1SMnG0027442	-
h1SMnG0027443	-
h1SMnG0027444	-
h1SMnG0027445	-
h1SMnG0027446	-
h1SMnG0027447	-
h1SMnG0027448	-
h1SMnG0027449	-
h1SMnG0027450	S
h1SMnG0027451	-
h1SMnG0027452	-
h1SMnG0027453	-
h1SMnG0027454	-
h1SMnG0027455	-
h1SMnG0027456	-
h1SMnG0027457	-
h1SMnG0027458	-
h1SMnG0027459	-
h1SMnG0027460	-
h1SMnG0027461	-
h1SMnG0027462	-
h1SMnG0027463	-
h1SMnG0027464	-
h1SMnG0027465	-
h1SMnG0027466	-
h1SMnG0027467	-
h1SMnG0027468	-
h1SMnG0027469	-
h1SMnG0027470	-
h1SMnG0027471	G
h1SMnG0027472	-
h1SMnG0027473	P
h1SMnG0027474	-
h1SMnG0027475	-
h1SMnG0027476	G
h1SMnG0027477	-
h1SMnG0027478	L
h1SMnG0027479	-
h1SMnG0027480	-
h1SMnG0027481	-
h1SMnG0027482	-
h1SMnG0027483	-
h1SMnG0027484	-
h1SMnG0027485	-
h1SMnG0027486	-
h1SMnG0027487	-
h1SMnG0027488	T
h1SMnG0027489	T
h1SMnG0027490	-
h1SMnG0027491	-
h1SMnG0027492	-
h1SMnG0027493	-
h1SMnG0027494	-
h1SMnG0027495	-
h1SMnG0027496	-
h1SMnG0027497	C
h1SMnG0027498	-
h1SMnG0027499	-
h1SMnG0027500	-
h1SMnG0027501	-
h1SMnG0027502	-
h1SMnG0027503	-
h1SMnG0027504	-
h1SMnG0027505	-
h1SMnG0027506	-
h1SMnG0027507	-
h1SMnG0027508	-
h1SMnG0027509	-
h1SMnG0027510	-
h1SMnG0027511	-
h1SMnG0027512	-
h1SMnG0027513	-
h1SMnG0027514	-
h1SMnG0027515	-
h1SMnG0027516	-
h1SMnG0027517	-
h1SMnG0027518	-
h1SMnG0027519	-
h1SMnG0027520	-
h1SMnG0027521	-
h1SMnG0027522	-
h1SMnG0027523	-
h1SMnG0027524	-
h1SMnG0027525	-
h1SMnG0027526	-
h1SMnG0027527	-
h1SMnG0027528	-
h1SMnG0027529	-
h1SMnG0027530	-
h1SMnG0027531	-
h1SMnG0027532	-
h1SMnG0027533	-
h1SMnG0027534	-
h1SMnG0027535	-
h1SMnG0027536	-
h1SMnG0027537	-
h1SMnG0027538	-
h1SMnG0027539	-
h1SMnG0027540	-
h1SMnG0027541	-
h1SMnG0027542	-
h1SMnG0027543	-
h1SMnG0027544	-
h1SMnG0027545	-
h1SMnG0027546	U
h1SMnG0027547	-
h1SMnG0027548	-
h1SMnG0027549	-
h1SMnG0027550	-
h1SMnG0027551	-
h1SMnG0027552	-
h1SMnG0027553	-
h1SMnG0027554	-
h1SMnG0027555	-
h1SMnG0027556	-
h1SMnG0027557	-
h1SMnG0027558	-
h1SMnG0027559	-
h1SMnG0027560	-
h1SMnG0027561	J
h1SMnG0027562	-
h1SMnG0027563	-
h1SMnG0027564	-
h1SMnG0027565	L
h1SMnG0027566	-
h1SMnG0027567	-
h1SMnG0027568	J
h1SMnG0027569	-
h1SMnG0027570	-
h1SMnG0027571	-
h1SMnG0027572	-
h1SMnG0027573	-
h1SMnG0027574	-
h1SMnG0027575	-
h1SMnG0027576	-
h1SMnG0027577	-
h1SMnG0027578	-
h1SMnG0027579	-
h1SMnG0027580	-
h1SMnG0027581	-
h1SMnG0027582	-
h1SMnG0027583	-
h1SMnG0027584	-
h1SMnG0027585	-
h1SMnG0027586	-
h1SMnG0027587	-
h1SMnG0027588	-
h1SMnG0027589	-
h1SMnG0027590	T
h1SMnG0027591	-
h1SMnG0027592	-
h1SMnG0027593	-
h1SMnG0027594	-
h1SMnG0027595	-
h1SMnG0027596	-
h1SMnG0027597	-
h1SMnG0027598	-
h1SMnG0027599	-
h1SMnG0027600	-
h1SMnG0027601	-
h1SMnG0027602	-
h1SMnG0027603	-
h1SMnG0027604	-
h1SMnG0027605	-
h1SMnG0027606	-
h1SMnG0027607	-
h1SMnG0027608	-
h1SMnG0027609	-
h1SMnG0027610	-
h1SMnG0027611	-
h1SMnG0027612	-
h1SMnG0027613	-
h1SMnG0027614	-
h1SMnG0027615	O
h1SMnG0027616	-
h1SMnG0027617	-
h1SMnG0027618	-
h1SMnG0027619	-
h1SMnG0027620	-
h1SMnG0027621	-
h1SMnG0027622	-
h1SMnG0027623	-
h1SMnG0027624	-
h1SMnG0027625	-
h1SMnG0027626	-
h1SMnG0027627	-
h1SMnG0027628	-
h1SMnG0027629	-
h1SMnG0027630	-
h1SMnG0027631	-
h1SMnG0027632	-
h1SMnG0027633	-
h1SMnG0027634	-
h1SMnG0027635	-
h1SMnG0027636	-
h1SMnG0027637	-
h1SMnG0027638	-
h1SMnG0027639	-
h1SMnG0027640	-
h1SMnG0027641	-
h1SMnG0027642	S
h1SMnG0027643	-
h1SMnG0027644	-
h1SMnG0027645	-
h1SMnG0027646	-
h1SMnG0027647	-
h1SMnG0027648	-
h1SMnG0027649	-
h1SMnG0027650	-
h1SMnG0027651	-
h1SMnG0027652	-
h1SMnG0027653	-
h1SMnG0027654	S
h1SMnG0027655	-
h1SMnG0027656	-
h1SMnG0027657	-
h1SMnG0027658	-
h1SMnG0027659	-
h1SMnG0027660	-
h1SMnG0027661	-
h1SMnG0027662	-
h1SMnG0027663	-
h1SMnG0027664	-
h1SMnG0027665	-
h1SMnG0027666	-
h1SMnG0027667	-
h1SMnG0027668	-
h1SMnG0027669	-
h1SMnG0027670	-
h1SMnG0027671	-
h1SMnG0027672	-
h1SMnG0027673	-
h1SMnG0027674	-
h1SMnG0027675	-
h1SMnG0027676	-
h1SMnG0027677	-
h1SMnG0027678	-
h1SMnG0027679	-
h1SMnG0027680	-
h1SMnG0027681	-
h1SMnG0027682	-
h1SMnG0027683	-
h1SMnG0027684	U
h1SMnG0027685	-
h1SMnG0027686	-
h1SMnG0027687	-
h1SMnG0027688	-
h1SMnG0027689	-
h1SMnG0027690	-
h1SMnG0027691	-
h1SMnG0027692	-
h1SMnG0027693	-
h1SMnG0027694	-
h1SMnG0027695	-
h1SMnG0027696	-
h1SMnG0027697	-
h1SMnG0027698	-
h1SMnG0027699	-
h1SMnG0027700	-
h1SMnG0027701	-
h1SMnG0027702	-
h1SMnG0027703	-
h1SMnG0027704	-
h1SMnG0027705	-
h1SMnG0027706	-
h1SMnG0027707	-
h1SMnG0027708	-
h1SMnG0027709	-
h1SMnG0027710	-
h1SMnG0027711	-
h1SMnG0027712	-
h1SMnG0027713	-
h1SMnG0027714	-
h1SMnG0027715	-
h1SMnG0027716	-
h1SMnG0027717	-
h1SMnG0027718	-
h1SMnG0027719	-
h1SMnG0027720	-
h1SMnG0027721	-
h1SMnG0027722	-
h1SMnG0027723	-
h1SMnG0027724	-
h1SMnG0027725	-
h1SMnG0027726	-
h1SMnG0027727	-
h1SMnG0027728	-
h1SMnG0027729	-
h1SMnG0027730	-
h1SMnG0027731	-
h1SMnG0027732	-
h1SMnG0027733	S
h1SMnG0027734	-
h1SMnG0027735	S
h1SMnG0027736	DKT
h1SMnG0027737	-
h1SMnG0027738	-
h1SMnG0027739	-
h1SMnG0027740	-
h1SMnG0027741	-
h1SMnG0027742	-
h1SMnG0027743	-
h1SMnG0027744	-
h1SMnG0027745	-
h1SMnG0027746	-
h1SMnG0027747	-
h1SMnG0027748	-
h1SMnG0027749	-
h1SMnG0027750	-
h1SMnG0027751	-
h1SMnG0027752	P
h1SMnG0027753	-
h1SMnG0027754	-
h1SMnG0027755	-
h1SMnG0027756	-
h1SMnG0027757	-
h1SMnG0027758	-
h1SMnG0027759	-
h1SMnG0027760	-
h1SMnG0027761	T
h1SMnG0027762	-
h1SMnG0027763	-
h1SMnG0027764	-
h1SMnG0027765	-
h1SMnG0027766	-
h1SMnG0027767	-
h1SMnG0027768	-
h1SMnG0027769	-
h1SMnG0027770	-
h1SMnG0027771	-
h1SMnG0027772	-
h1SMnG0027773	-
h1SMnG0027774	-
h1SMnG0027775	-
h1SMnG0027776	-
h1SMnG0027777	-
h1SMnG0027778	-
h1SMnG0027779	-
h1SMnG0027780	-
h1SMnG0027781	-
h1SMnG0027782	-
h1SMnG0027783	O
h1SMnG0027784	-
h1SMnG0027785	-
h1SMnG0027786	-
h1SMnG0027787	-
h1SMnG0027788	-
h1SMnG0027789	-
h1SMnG0027790	-
h1SMnG0027791	-
h1SMnG0027792	-
h1SMnG0027793	-
h1SMnG0027794	-
h1SMnG0027795	-
h1SMnG0027796	-
h1SMnG0027797	-
h1SMnG0027798	-
h1SMnG0027799	-
h1SMnG0027800	-
h1SMnG0027801	-
h1SMnG0027802	-
h1SMnG0027803	-
h1SMnG0027804	-
h1SMnG0027805	-
h1SMnG0027806	-
h1SMnG0027807	-
h1SMnG0027808	-
h1SMnG0027809	-
h1SMnG0027810	-
h1SMnG0027811	-
h1SMnG0027812	-
h1SMnG0027813	P
h1SMnG0027814	-
h1SMnG0027815	-
h1SMnG0027816	-
h1SMnG0027817	-
h1SMnG0027818	-
h1SMnG0027819	-
h1SMnG0027820	-
h1SMnG0027821	-
h1SMnG0027822	-
h1SMnG0027823	-
h1SMnG0027824	-
h1SMnG0027825	-
h1SMnG0027826	-
h1SMnG0027827	-
h1SMnG0027828	-
h1SMnG0027829	-
h1SMnG0027830	-
h1SMnG0027831	-
h1SMnG0027832	-
h1SMnG0027833	-
h1SMnG0027834	-
h1SMnG0027835	-
h1SMnG0027836	-
h1SMnG0027837	-
h1SMnG0027838	-
h1SMnG0027839	-
h1SMnG0027840	-
h1SMnG0027841	-
h1SMnG0027842	-
h1SMnG0027843	-
h1SMnG0027844	-
h1SMnG0027845	-
h1SMnG0027846	-
h1SMnG0027847	-
h1SMnG0027848	-
h1SMnG0027849	-
h1SMnG0027850	-
h1SMnG0027851	-
h1SMnG0027852	-
h1SMnG0027853	-
h1SMnG0027854	-
h1SMnG0027855	-
h1SMnG0027856	-
h1SMnG0027857	-
h1SMnG0027858	-
h1SMnG0027859	-
h1SMnG0027860	-
h1SMnG0027861	-
h1SMnG0027862	-
h1SMnG0027863	-
h1SMnG0027864	-
h1SMnG0027865	-
h1SMnG0027866	-
h1SMnG0027867	-
h1SMnG0027868	-
h1SMnG0027869	-
h1SMnG0027870	-
h1SMnG0027871	-
h1SMnG0027872	-
h1SMnG0027873	-
h1SMnG0027874	-
h1SMnG0027875	-
h1SMnG0027876	-
h1SMnG0027877	-
h1SMnG0027878	-
h1SMnG0027879	-
h1SMnG0027880	-
h1SMnG0027881	-
h1SMnG0027882	-
h1SMnG0027883	-
h1SMnG0027884	-
h1SMnG0027885	-
h1SMnG0027886	-
h1SMnG0027887	-
h1SMnG0027888	-
h1SMnG0027889	-
h1SMnG0027890	-
h1SMnG0027891	-
h1SMnG0027892	-
h1SMnG0027893	-
h1SMnG0027894	-
h1SMnG0027895	-
h1SMnG0027896	-
h1SMnG0027897	-
h1SMnG0027898	-
h1SMnG0027899	-
h1SMnG0027900	-
h1SMnG0027901	-
h1SMnG0027902	-
h1SMnG0027903	-
h1SMnG0027904	-
h1SMnG0027905	-
h1SMnG0027906	-
h1SMnG0027907	-
h1SMnG0027908	-
h1SMnG0027909	-
h1SMnG0027910	-
h1SMnG0027911	J
h1SMnG0027912	-
h1SMnG0027913	-
h1SMnG0027914	-
h1SMnG0027915	-
h1SMnG0027916	-
h1SMnG0027917	-
h1SMnG0027918	-
h1SMnG0027919	-
h1SMnG0027920	-
h1SMnG0027921	-
h1SMnG0027922	-
h1SMnG0027923	-
h1SMnG0027924	-
h1SMnG0027925	-
h1SMnG0027926	-
h1SMnG0027927	-
h1SMnG0027928	-
h1SMnG0027929	-
h1SMnG0027930	-
h1SMnG0027931	-
h1SMnG0027932	-
h1SMnG0027933	-
h1SMnG0027934	-
h1SMnG0027935	-
h1SMnG0027936	-
h1SMnG0027937	-
h1SMnG0027938	-
h1SMnG0027939	-
h1SMnG0027940	-
h1SMnG0027941	-
h1SMnG0027942	-
h1SMnG0027943	-
h1SMnG0027944	-
h1SMnG0027945	-
h1SMnG0027946	-
h1SMnG0027947	-
h1SMnG0027948	-
h1SMnG0027949	-
h1SMnG0027950	-
h1SMnG0027951	-
h1SMnG0027952	-
h1SMnG0027953	-
h1SMnG0027954	-
h1SMnG0027955	-
h1SMnG0027956	-
h1SMnG0027957	-
h1SMnG0027958	-
h1SMnG0027959	-
h1SMnG0027960	-
h1SMnG0027961	-
h1SMnG0027962	-
h1SMnG0027963	-
h1SMnG0027964	-
h1SMnG0027965	-
h1SMnG0027966	-
h1SMnG0027967	DN
h1SMnG0027968	-
h1SMnG0027969	-
h1SMnG0027970	-
h1SMnG0027971	-
h1SMnG0027972	-
h1SMnG0027973	-
h1SMnG0027974	-
h1SMnG0027975	-
h1SMnG0027976	-
h1SMnG0027977	-
h1SMnG0027978	-
h1SMnG0027979	-
h1SMnG0027980	-
h1SMnG0027981	-
h1SMnG0027982	I
h1SMnG0027983	-
h1SMnG0027984	-
h1SMnG0027985	-
h1SMnG0027986	-
h1SMnG0027987	-
h1SMnG0027988	-
h1SMnG0027989	-
h1SMnG0027990	-
h1SMnG0027991	-
h1SMnG0027992	-
h1SMnG0027993	-
h1SMnG0027994	-
h1SMnG0027995	-
h1SMnG0027996	-
h1SMnG0027997	-
h1SMnG0027998	-
h1SMnG0027999	-
h1SMnG0028000	-
h1SMnG0028001	-
h1SMnG0028002	-
h1SMnG0028003	-
h1SMnG0028004	-
h1SMnG0028005	-
h1SMnG0028006	-
h1SMnG0028007	-
h1SMnG0028008	-
h1SMnG0028009	-
h1SMnG0028010	-
h1SMnG0028011	-
h1SMnG0028012	J
h1SMnG0028013	-
h1SMnG0028014	-
h1SMnG0028015	-
h1SMnG0028016	-
h1SMnG0028017	-
h1SMnG0028018	S
h1SMnG0028019	-
h1SMnG0028020	-
h1SMnG0028021	-
h1SMnG0028022	-
h1SMnG0028023	-
h1SMnG0028024	-
h1SMnG0028025	-
h1SMnG0028026	-
h1SMnG0028027	-
h1SMnG0028028	-
h1SMnG0028029	-
h1SMnG0028030	-
h1SMnG0028031	-
h1SMnG0028032	-
h1SMnG0028033	-
h1SMnG0028034	-
h1SMnG0028035	-
h1SMnG0028036	-
h1SMnG0028037	-
h1SMnG0028038	-
h1SMnG0028039	-
h1SMnG0028040	-
h1SMnG0028041	-
h1SMnG0028042	-
h1SMnG0028043	-
h1SMnG0028044	O
h1SMnG0028045	-
h1SMnG0028046	-
h1SMnG0028047	-
h1SMnG0028048	-
h1SMnG0028049	-
h1SMnG0028050	-
h1SMnG0028051	-
h1SMnG0028052	-
h1SMnG0028053	-
h1SMnG0028054	-
h1SMnG0028055	-
h1SMnG0028056	-
h1SMnG0028057	-
h1SMnG0028058	-
h1SMnG0028059	-
h1SMnG0028060	-
h1SMnG0028061	-
h1SMnG0028062	-
h1SMnG0028063	TV
h1SMnG0028064	-
h1SMnG0028065	-
h1SMnG0028066	TV
h1SMnG0028067	-
h1SMnG0028068	S
h1SMnG0028069	-
h1SMnG0028070	-
h1SMnG0028071	-
h1SMnG0028072	-
h1SMnG0028073	-
h1SMnG0028074	-
h1SMnG0028075	-
h1SMnG0028076	-
h1SMnG0028077	-
h1SMnG0028078	-
h1SMnG0028079	-
h1SMnG0028080	-
h1SMnG0028081	-
h1SMnG0028082	-
h1SMnG0028083	-
h1SMnG0028084	-
h1SMnG0028085	-
h1SMnG0028086	-
h1SMnG0028087	-
h1SMnG0028088	-
h1SMnG0028089	O
h1SMnG0028090	-
h1SMnG0028091	BD
h1SMnG0028092	-
h1SMnG0028093	-
h1SMnG0028094	-
h1SMnG0028095	-
h1SMnG0028096	-
h1SMnG0028097	-
h1SMnG0028098	-
h1SMnG0028099	-
h1SMnG0028100	-
h1SMnG0028101	-
h1SMnG0028102	-
h1SMnG0028103	-
h1SMnG0028104	O
h1SMnG0028105	-
h1SMnG0028106	-
h1SMnG0028107	-
h1SMnG0028108	-
h1SMnG0028109	-
h1SMnG0028110	-
h1SMnG0028111	-
h1SMnG0028112	-
h1SMnG0028113	-
h1SMnG0028114	-
h1SMnG0028115	-
h1SMnG0028116	-
h1SMnG0028117	-
h1SMnG0028118	S
h1SMnG0028119	-
h1SMnG0028120	-
h1SMnG0028121	-
h1SMnG0028122	-
h1SMnG0028123	-
h1SMnG0028124	-
h1SMnG0028125	-
h1SMnG0028126	-
h1SMnG0028127	-
h1SMnG0028128	-
h1SMnG0028129	-
h1SMnG0028130	-
h1SMnG0028131	-
h1SMnG0028132	-
h1SMnG0028133	-
h1SMnG0028134	-
h1SMnG0028135	-
h1SMnG0028136	-
h1SMnG0028137	-
h1SMnG0028138	-
h1SMnG0028139	-
h1SMnG0028140	-
h1SMnG0028141	-
h1SMnG0028142	-
h1SMnG0028143	-
h1SMnG0028144	-
h1SMnG0028145	-
h1SMnG0028146	-
h1SMnG0028147	-
h1SMnG0028148	-
h1SMnG0028149	CH
h1SMnG0028150	-
h1SMnG0028151	-
h1SMnG0028152	-
h1SMnG0028153	-
h1SMnG0028154	-
h1SMnG0028155	-
h1SMnG0028156	A
h1SMnG0028157	Z
h1SMnG0028158	-
h1SMnG0028159	-
h1SMnG0028160	-
h1SMnG0028161	-
h1SMnG0028162	-
h1SMnG0028163	-
h1SMnG0028164	-
h1SMnG0028165	-
h1SMnG0028166	-
h1SMnG0028167	-
h1SMnG0028168	-
h1SMnG0028169	-
h1SMnG0028170	-
h1SMnG0028171	-
h1SMnG0028172	-
h1SMnG0028173	-
h1SMnG0028174	-
h1SMnG0028175	-
h1SMnG0028176	-
h1SMnG0028177	-
h1SMnG0028178	-
h1SMnG0028179	-
h1SMnG0028180	-
h1SMnG0028181	-
h1SMnG0028182	-
h1SMnG0028183	-
h1SMnG0028184	-
h1SMnG0028185	-
h1SMnG0028186	-
h1SMnG0028187	-
h1SMnG0028188	-
h1SMnG0028189	-
h1SMnG0028190	-
h1SMnG0028191	-
h1SMnG0028192	-
h1SMnG0028193	-
h1SMnG0028194	-
h1SMnG0028195	-
h1SMnG0028196	-
h1SMnG0028197	L
h1SMnG0028198	-
h1SMnG0028199	-
h1SMnG0028200	-
h1SMnG0028201	-
h1SMnG0028202	-
h1SMnG0028203	-
h1SMnG0028204	-
h1SMnG0028205	-
h1SMnG0028206	-
h1SMnG0028207	-
h1SMnG0028208	-
h1SMnG0028209	-
h1SMnG0028210	-
h1SMnG0028211	-
h1SMnG0028212	-
h1SMnG0028213	-
h1SMnG0028214	-
h1SMnG0028215	-
h1SMnG0028216	-
h1SMnG0028217	-
h1SMnG0028218	-
h1SMnG0028219	-
h1SMnG0028220	-
